address,balance,NumberOfTransaction,lastTransaction,firstTransaction,NFTCount,NativeBalance
0x030cfb06f54d331e67ffd62c844b592562a0b0fd,3107.35,3366,2019,2021,442,31.1
0xd8e3eb7dadaf460d345a610193197b44c1d11a39,72596.97,1554,2023,2019,109,40.63
0x740c5151a5207fada6ac22a9c4f43119e033d73e,76353.25,3673,2022,2023,192,26.3
0x67767bbc6b104efb0f4ae53467dfa9e960ab478a,16712.82,3457,2019,2022,353,30.26
0x5d664451794bd9ab8a0adbc74d305291a114d970,28508.59,2664,2023,2017,310,19.06
0x7f644736fd5a49d1223fa220da2f6db18b8eea7a,76085.35,3351,2021,2020,341,1.94
0xee6756bf9e1be725c35f91fb6d8e1344d994c5be,56224.68,2602,2024,2019,359,7.03
0x3f04698b91fceb4ff29a95ed8381229227e4e1d8,10056.36,3180,2024,2023,16,16.13
0x2ac7436b498037d2a7dc674646c02d52cb121d13,11355.33,3508,2022,2017,121,22.58
0x8402b4eccd01f615916ee5ca550a30c7ef6e4705,28634.53,2102,2024,2017,260,39.11
0xbe9f19402c52677cfd80a34b67f9461e0ae26f4e,53368.85,4949,2023,2020,135,31.94
0x0348322cd53dc04fe9f815e07643e070b85fa485,9560.58,700,2019,2018,332,42.83
0x85f316903a49d4042dbcf335058bdaf26fbbdd7f,29138.23,1968,2020,2022,486,27.51
0xe30e3d788c6fef5660a46dce98d8efd8a105208f,64507.35,4173,2023,2023,311,43.82
0xadc761036161027da2d045461b8c047fed240304,31638.95,2044,2021,2022,0,48.65
0x20ff6ec16fe6b0ddab5f4db11653c6315a89cb23,83150.36,2235,2024,2017,321,22.52
0xca4b0cc61bc941fe81e4b266ef469c0821785dc4,74054.78,265,2021,2021,376,38.44
0xb4c043a401babf67692c10e297a790091049f35c,66414.7,3251,2019,2023,345,31.47
0x260acab85b00d533ac9c69ae7a1396d24d872f8d,63983.64,3690,2019,2022,93,29.8
0x4c2f9d51aa69debb090809e03284ccd46f42e66d,14359.86,3478,2023,2022,213,8.14
0xcabcb1e45f882617181d30e2cef273bced92f8ea,64123.36,4882,2024,2017,398,23.67
0x2ff170623c744ae915278a4f73edd47dc8a6c956,95863.97,2595,2023,2020,407,21.92
0x63dc0adee5c043c75d9e1b17eac5024c0ca2da59,29103.02,1409,2023,2024,389,46.0
0x7b6f0664d5daa14f1d038d17731a5f29dadc1c62,47588.32,2884,2022,2018,498,14.85
0x4246ef7d5c2c6733b189a7fdafd0e5d5e35deb78,40985.78,2046,2019,2019,222,46.01
0xd19b3a7b306a5e09d15300bcb80426636b8d0756,32892.59,3297,2019,2017,335,21.67
0x5986af75759e6e34ec41ed7a6a3936ce75ebfd5d,44216.89,682,2020,2023,365,3.27
0x3f411aca9123f62d3ef26042d037edc572d7a4af,9226.22,3610,2023,2017,319,22.35
0x96de5eb608135e8d51e6e2d005940491f49de841,24839.58,1599,2022,2024,324,38.03
0x453f87760dc785d57d2ee60f000e1539885ff92b,66041.99,128,2023,2019,30,12.77
0xebbfd1394b9b6467b81e0b1e0a7dd99c0af6d529,11958.64,912,2023,2021,423,20.46
0x1a5e82a3d2658c9209cb9887c1ac78af0914b685,58254.92,333,2022,2019,160,44.13
0xe7261510981d984d494868cd590749d1d6bcb9e5,17499.97,2175,2022,2022,80,34.42
0x45e5ca4d67c74abd891b5a5d29fbf083e61a3a72,79629.23,878,2021,2020,93,39.94
0x8770c6f73e2d210745f3218960d0b58a8e8f190d,33657.29,4300,2024,2019,80,37.49
0x5b8b6c834bd969922b30cc17ae3ee9bfd89601fb,17413.93,770,2020,2017,17,30.54
0x03925a02759c87a2ca6e16d1d2343791e2394114,88352.75,3185,2023,2024,476,41.81
0x55309657f45e04f8c28ded7a33b8d83d7208b5a8,55052.84,2261,2024,2021,445,2.44
0x844686e1769d45c325cd4201dcc7af75713e035b,27483.09,4726,2023,2020,475,19.26
0x0c7383f81d927bcb69a0b9ad026e18d8d63f9053,83021.21,1706,2024,2022,255,12.47
0x4613661a195521d8b9e4f928a392ccb1caae03fa,4434.8,1302,2019,2022,200,33.16
0xa93bcbdead70300b67243b839a7203a419ee3b4e,23411.53,4416,2023,2022,116,17.09
0xa5eafdd0e210b29b390c8c6deeed8181d34f3a43,89869.6,4710,2020,2024,139,39.22
0x07ad7b6bd71bca2dc64c709b92f87e5166c91387,30612.11,3852,2023,2019,126,18.94
0x7541efe5be6945789e76f044de53b4a478ebc322,90179.84,1081,2020,2018,397,38.65
0x2f38831e4d18da1705e0c8738d30573daaf1587f,89221.47,255,2021,2020,224,2.91
0x1907dd46373a7d8530a245d6e15dea1c66a82d11,77295.12,2203,2022,2024,376,15.54
0x887f321afa01f05b21e5e309df469ba832468428,41209.96,4851,2020,2020,499,48.74
0x3a4a20cb1723578efb51ec09e8ecf16ed68ab61e,97301.78,4969,2022,2019,73,24.36
0x3f2b8e442c879e098ebb58ea1c9ccc2f3bc6d33e,6216.83,4972,2020,2021,304,16.55
0x58e1e007b9a8503900f4e8f82a6708922d9d952e,20953.02,2307,2024,2024,286,47.32
0x3c59f18735a5d544a9d55a1bc53aeaf1c49592c4,25880.46,1556,2020,2023,249,42.69
0x5868d10c67dfaee5b6bbb21f05a6a20b929d7b52,27831.8,4218,2019,2020,221,33.08
0xb682a99abf0f49fcdb0017718f2654b2e6aff61f,2865.61,325,2022,2024,94,20.02
0x1b4725773f15245b91e64ca505a482ac881f2133,94934.54,1976,2019,2018,383,12.29
0x9bf3ffd2af67deb02a1c44cd167d0957c7be9114,41693.08,4535,2019,2017,225,11.59
0xeb95c494f400fd4216620f06d5b904de6c3fed97,97865.17,1103,2023,2020,63,14.19
0xbd084a8144bc291a5ec09d3244c098bcb41ea315,29864.65,813,2023,2020,162,6.26
0x8a5c30cbc5f9e60320b5b000d188df5242301eb2,92141.59,1978,2020,2021,108,27.96
0xe661d5854b02f701e39088bf55b2f15572314eab,50596.96,855,2024,2022,300,20.81
0x502fda9e916714278caa8b1718954399306cadec,45225.34,4109,2019,2019,44,5.06
0x013907d6b04e621fd1aae72ac68bb47c4d55ae3e,76010.93,4368,2019,2017,390,44.15
0xa0350a10fd1f40db10cee0cb34838a0ab61bb474,82268.48,4297,2022,2017,171,41.97
0x397cd531885caf19ba325bfe63d963cece09c34e,93182.39,4083,2023,2017,243,30.34
0xc158dd7faf13a2eeea7e84bc2d3778d8b857d3ce,47797.4,2271,2023,2021,59,1.26
0xca81ad23a5b1dc72b156f05a895e030adcbece88,56096.01,4905,2019,2020,432,0.16
0x30143e743ab0eb71ee25856592d31dd85be1a05b,47957.35,1579,2023,2023,257,17.52
0x2f32dec16b5333bed5c4d8586c1f7d060b7edcc2,74707.49,3744,2021,2017,491,30.14
0x07f4d64ca4f72caf4d10c544704ef2abc560b131,34700.32,1980,2021,2023,234,11.22
0xdd87a8989aeda227b690624aec4343bf080e5ee4,67663.09,2127,2021,2022,480,16.08
0x20e13e039e334336e309d8ef31810004d49cba3d,77691.32,4075,2021,2023,225,7.68
0x9905797587636b25f90cf4f26210c87dea69f2c9,96183.89,3507,2024,2017,297,25.84
0x2c411916157257ddb13b1703694e643db15daa1f,49581.47,4749,2020,2024,250,13.15
0xf932f6d44d480bfa70720c8f9a71cd00ff3aba25,13185.54,1522,2022,2018,420,19.45
0x8c04b7766ea8e7a416a9bb456a49b029261e8aba,16958.47,3212,2020,2023,374,29.62
0x900434dfc58d10a7760f375df3899295c7ae1347,22191.36,82,2021,2018,22,40.23
0xba05a8edc27b8ab1299545dedf07f9f2758f1df5,31786.24,1919,2022,2019,2,46.04
0x3b046ff4d72b6ae5f525dfdf917de6b13b51a0ce,40519.8,4764,2020,2023,421,33.52
0xa36903a71fa81b31155c817d0bb76598baca407a,21240.94,473,2020,2017,492,8.41
0xf4749052e3948df626199c9e9ba6f6da1b96081e,57378.85,2212,2023,2021,328,19.07
0xbed435d16e3b548de3c666a34df709a8426b5955,98606.39,3542,2022,2020,263,46.74
0x2b41225b5042a034af2886d2634ed202589a54de,27840.74,1837,2021,2022,208,20.5
0x2f73f4971d4c037dc7640dbceb26cb8edf698de6,11431.61,4447,2021,2024,372,32.0
0xacb80487332135fa875f9225a9c2cfb6cbcdb4dd,58825.21,1756,2021,2017,79,33.97
0x943e9a27af58e279fd4a6ba422cc930a55d4de4e,47.24,491,2023,2021,275,18.82
0xc6f3e1751830264ec1ee1180fc01101167ed392f,43789.28,803,2022,2024,11,35.76
0xf887a486eb4836180527c0970b9b8d3f513ede6c,64912.53,150,2019,2023,170,41.63
0xce338f3248bf6acada3784b7ba62003143500b84,71918.37,3927,2022,2017,338,38.13
0x5c0b4c157eb7eac9d3d27ae27095079dff7616af,70321.05,1975,2022,2018,123,42.57
0xd62d197beef6bf288ce497acd1d0b4a77b33c975,48585.53,2508,2023,2020,280,6.89
0x4c69bcced738fbb1d8e1d8cc04c6408afb1b437b,5021.85,1124,2023,2018,436,35.6
0xada6c64790ed2082f11c2f7d39c7fab4f43cf0e8,52688.39,1749,2019,2017,327,11.75
0x257b05df409df6e4c5ea5689f395b1c35a52fb26,31457.74,89,2020,2023,377,39.73
0xdeb05a8935043df6356449458dfee677aa64ac8a,43370.58,1681,2021,2018,107,24.31
0xcc88922299a9c7a9db634ee189bbce68fe6e2a50,3005.95,2999,2023,2020,211,10.79
0x3e171e2117b5bdd7c2adf3ebbe078fead5029a41,94285.71,1108,2023,2021,50,40.85
0x39682fd3b7ca536b97f91ff1a1d5c2eb07eacd6f,71768.9,3314,2020,2019,485,4.01
0xc2019805a445b21d851c343955acd6224660d2f2,51546.49,4,2020,2017,403,29.53
0xdb2987e746342a0681d3668a6f0f3ba494d1971d,32665.55,4943,2022,2018,431,35.07
0xc331c0144976e8080929feb18e1c428e015c3a0b,35734.36,4167,2023,2017,99,24.01
0x36a6af61b92dbd8a57c79f1b99576fef0602965b,4992.2,4014,2019,2019,497,40.75
0x45449e7168975d3af93f967eb7c1a43752a90abb,72430.59,3476,2019,2018,57,44.62
0x6d3e26c6540c6a25634a5a5b52c10d0a8041a626,3832.57,1366,2022,2019,393,3.05
0xd2590ce88ef12971863968e7fd93cc502e9b7fac,99896.89,4554,2021,2020,77,37.3
0x468527df64804745816d29c44bebb646cc19c209,52561.98,705,2022,2021,474,48.01
0x6d8c94bd20c86c41e669f723ace8238f5336e032,76222.07,3621,2019,2017,271,29.62
0x1a5a95946078ed559a667ab6d73cf1591467060e,46992.47,2878,2019,2017,100,40.0
0x79300304f5e777bb5fa72f7f9080c3187f688d64,8441.29,4136,2024,2019,463,33.47
0x1fc724abe72f57d4957c2cbb8c0485df8e9e0683,87636.33,1132,2020,2020,465,10.29
0x3d7fad3f97f23c6e833f3e6f1a4df85caa045d04,49399.96,2976,2021,2022,166,39.05
0x7788534e4dabc8b328a98fa2600a894e91be0ae8,56481.34,1439,2019,2017,78,33.16
0xf31e338cca41210186664207724a6835b2243e89,98146.06,3398,2019,2024,1,27.44
0x4584b922872297a07e27035a1d1bffa59ee6f69b,779.77,40,2024,2017,81,46.79
0x47ddc2e75c267405e8a5177709bda79152cecd09,7794.8,2408,2024,2022,342,21.93
0x402c840a28d374a6f091fdd981207afafe721886,43377.69,3844,2023,2017,498,47.11
0x0dac2dfec5ca4981d8af6b0036cd3d1850403208,36991.83,2587,2020,2019,55,26.94
0x3aa32d2d40255e188c10c6b4213bd78fba3406ae,63277.1,1063,2021,2019,240,34.76
0x6526644291e58c6ff3e3441d28a5a80a6404c323,41153.23,2400,2021,2023,28,36.83
0x7be2efec3fa25ac2c0d44edab23441be0af06bbe,56425.96,718,2024,2019,221,48.99
0x159d5fcd4588f837b405ede6734f0475d2ca4fe4,60984.75,3221,2021,2022,141,44.11
0x7aedeb559a0af1285e0de88488f2ff65e889a336,46142.71,1005,2022,2018,56,0.63
0x889cc3a564b0c1084d119f9b03094992b6ef2505,49679.88,1332,2020,2017,80,11.87
0x97345cb58a294de6a5ca17c0bf9887dcd5a99415,91160.0,1567,2019,2017,311,23.66
0xa8bd93718b754e5798345ea57dd65cc3f788a708,3549.62,4107,2019,2020,237,44.97
0x1bcadf9a9e8b3079e89a460cf4253a533c85cb4d,79163.35,3275,2021,2020,146,13.13
0x981e8a8db39b8fb6c143c017538eb5716da626d3,78357.21,11,2019,2020,135,49.11
0x048ef537ad5cc550e4908804079b25f3b5744451,69794.73,877,2019,2023,114,29.85
0x6ca453be8c011802244bdc562075c3c141f92c67,31240.18,932,2021,2018,256,1.13
0x4a5ceaa54f70c8695060d2e32766b0218f6e6400,18347.01,2695,2023,2023,89,35.43
0x17f03b4e207b3319633ad760b922fee6d3478004,51504.51,1798,2021,2021,259,27.01
0xf8194d20b68b9fa488677a91d8fc70e98ba91994,93184.39,1057,2022,2023,198,29.46
0x7929187d4f2c08725842e54aeed5ff6ef6cd1b7c,98887.69,3902,2022,2022,69,40.06
0xf7fc2c39cf623f48bf9c4845013734bdba84b00d,52678.02,253,2022,2019,363,49.15
0x7937d85eee724f75e9436c156de8b06449e36652,2573.7,2671,2024,2017,334,34.87
0x8acbf967e371ac2361f30a7caaf92187029ee796,90400.31,2551,2021,2022,114,39.92
0x28ad54e9116729ba5cc34acc0743be0b7f20f0d1,23164.08,3743,2021,2018,59,34.36
0x750cd7207542c576b9bbd0250254d635cf470cf8,26757.66,1401,2024,2023,124,38.32
0xed37324da4ca2a7740f7ddf78a90ca2ff5696340,35983.15,739,2020,2019,466,14.88
0x7e90ae28d24b437caaf494303fd24d4fcc30b803,5581.82,212,2021,2024,211,41.06
0x1c8b1d160ea135f559178570fb278dea4fe89de4,83467.32,4566,2019,2018,57,49.19
0xf3b8859ff963f4556d52d981e3a2bcdce80eed2b,954.63,4054,2020,2022,224,15.88
0xb111eba39c197d49c325a5640189bc546a71e6b5,83260.13,2512,2023,2023,315,39.46
0x1f9e74e10af6c826ff4a94022e435b3d774b2262,88834.94,4041,2021,2023,280,18.7
0x6990fb752ce4e76f10bc45875f302608e54bf7a3,56228.99,2969,2024,2021,279,48.52
0x9a88564e104b404b9f16272392a4eba90e22d21f,58807.37,1043,2024,2024,318,46.11
0xc09a1af8cce5a21bbc1b143fbe3e5302e775fdac,84430.11,1481,2019,2023,107,45.78
0xaeda8ae18474d86a904f26fbf5faa5422bd0b2cb,12492.07,3614,2022,2020,48,39.88
0xb3d0a10fd2bb1d7a0db083d72a3b77bf54b9320c,9981.86,4697,2023,2023,276,48.47
0x3e890b070d982f94009fac1e55484f974e49004c,17411.39,998,2023,2023,434,41.67
0x6ea471308a2976c66c59ac6cbe2376f805262df8,32422.26,1451,2023,2018,269,0.54
0xd45d7ec34665e24f45fd5f13928e46ed0f19c9f4,62347.9,1379,2020,2021,16,43.42
0x7659ac1c047ad70821d750da25f518705152e2f7,78576.59,4426,2023,2021,124,3.01
0xc8fedd677068f0ad295c8026b93cbea05cd47011,12768.64,798,2021,2017,84,19.07
0x440c33fab070cee253b98e87735767135264b053,21806.09,700,2024,2019,387,43.39
0x8495b489bebfd4941e5b28a8cc4f84544ae72c2d,49513.94,1460,2022,2023,465,7.42
0x215962d29fc0cec6cf46fced41168dabc132953f,56236.58,3114,2020,2018,185,0.99
0x06b7c50ee24c5472b0271a53832b0cd218e6823f,74883.09,1553,2020,2024,127,13.46
0x62193e03470ae0ea81cf49e2c531e3717dd84441,37842.86,3545,2020,2019,35,13.6
0x3cd507d7036282d8946a338cdd516ccdf190e4d9,51215.51,2277,2024,2018,181,49.36
0x2295e77305085715c68a1dc0e5d8137c424858b3,67504.75,4599,2023,2018,205,6.3
0x01b79142eeadb1b7d5c35332f9a31ac9846c1549,90444.55,4215,2022,2019,355,43.12
0x989b27c996bc59e900fee0c8c907050301759803,50951.4,2330,2021,2021,335,41.27
0xd5cefa97dab724b18123539a9b0357b0e080a9ab,27251.56,345,2021,2019,7,3.17
0x11d2cfc15c412103331077cce4583756ac1b7a90,64475.39,1403,2020,2019,80,36.87
0x904f8485ae2d2d26a4d9ddf5e190f085d57b82f8,29852.42,404,2024,2021,368,28.66
0xda9f0393c80149145aeac2ae50cd49b65636a0ae,95449.45,4035,2020,2024,88,12.22
0x7a99e53fb0544bcee957246259927fd86d1ef5a8,634.52,4478,2024,2019,13,45.94
0x23aeb297092d142eee994ce0ff0d5c49ebbbfd20,90629.12,2983,2024,2017,123,49.63
0xe399f9bc79ea894939160280a0d4463d93c96aa8,55176.92,3141,2023,2024,229,49.65
0xcf25dcec0d4013f2ff8c852e9cc2e8cf60b6bf03,85926.67,2612,2020,2018,271,31.13
0x6f44558dd09702d452a55a557ec2f49ed15287a6,84625.71,3756,2021,2020,4,24.51
0x442c6c4797d1a744de05aeabcd81fa22aef618c4,25463.9,1343,2023,2020,192,25.24
0xfac04d89f7aa06f5395d260d9a47f698afb37cbe,38194.99,4390,2023,2017,145,13.24
0xc204c62951df87a64b022ea2fbc87549d1accbfd,47638.37,2771,2021,2024,316,46.16
0xe1ee638a18b9f6d43724cf42565e564dede4e540,43626.66,1058,2020,2021,263,26.89
0x8aab885990760e27a1439e3d5bcd3c4fe0718d11,2315.08,1210,2021,2023,345,8.43
0x95af863f18abf029bcd63233b4485dd83d3f93f1,75002.23,4372,2021,2023,369,14.33
0xa27fac61e109fa32098f986c9e153edfb66b9597,55308.71,1239,2020,2018,221,20.0
0xf2544fec293ad206f0dc029762a4d8f9bddd3d12,54057.54,3367,2024,2023,393,36.04
